_time,AP_channel,RSSI,channel_width,client_ID,client_opportunity_medium_use,distance_m,download_packet_loss,download_retrans,download_tcp_rtt_ms,jitter_ms,latency_ms,link_speed_mbps,local,obstacles,radio,router_expected_throughput_mbps,router_noise,router_opportunity_medium_use,router_rx_drop_misc,router_rx_duration_us,router_rx_rate_mbps,router_signal_avg_dbm,router_signal_dbm,router_snr,router_tx_duration_us,router_tx_failed,router_tx_rate_mbps,router_tx_retries,signal_level,site_survey_same_channel_aps,site_survey_strongest_channel,site_survey_strongest_rssi,site_survey_total_aps,speedtest_down_mbps,speedtest_up_mbps,upload_packet_loss,upload_retrans,upload_tcp_rtt_ms
2026-05-30 21:45:03.432000+00:00,149,-26,80.0,3.0,1,2.0,0.008497558215993,18824,13.987,4.877777777777778,18.2,433,1.0,0,1.0,330.359,-92.0,3,1.0,5275770.0,433.3,-44.0,-42.0,46.0,6017476.0,979.0,390.0,972.0,4.0,0,3.0,-42.0,25,201.18576196662335,141.02778298115362,0.0,0,5.454
2026-05-30 21:46:03.289000+00:00,149,-42,80.0,2.0,1,2.0,0.0003710523033071,1448,43.552,5.233333333333334,19.235,433,1.0,0,1.0,330.359,-91.0,3,1.0,6810660.0,433.3,-52.0,-52.0,39.0,9155954.0,590.0,390.0,590.0,4.0,0,3.0,-27.0,22,325.38037628711385,195.5573880314647,0.0,0,7.794
2026-05-30 21:48:27.540000+00:00,149,-31,80.0,1.0,1,2.0,0.0,0,2.618,0.94,4.43,468,1.0,0,1.0,619.0,-92.0,3,0.0,1863995.0,780.0,-47.0,-42.0,45.0,8726284.0,7698.0,780.0,7698.0,4.0,0,3.0,-22.0,42,605.6002600829753,75.36341825166201,0.0,0,1.553
2026-05-30 21:50:01.108000+00:00,149,-28,80.0,1.0,0,2.0,0.172934401741384,563272,1.307,2.3866666666666667,6.561,234,1.0,0,1.0,619.0,-92.0,3,0.0,0.0,866.7,-49.0,-40.0,43.0,0.0,0.0,780.0,0.0,4.0,0,3.0,-22.0,0,259.4393977027548,25.430243173314796,2.5570872356098078,1215,1.632
2026-05-30 21:50:25.236000+00:00,149,-29,80.0,3.0,1,2.0,0.0010891399851314,2896,25.364,6.043333333333333,17.871000000000002,433,1.0,0,1.0,330.359,-92.0,3,3.0,6044808.0,433.3,-46.0,-46.0,46.0,6503645.0,1560.0,390.0,1560.0,4.0,0,3.0,-38.0,21,220.48809754147516,163.6309686756165,0.0,0,6.673
2026-05-30 21:51:23.893000+00:00,149,-41,80.0,2.0,1,2.0,0.0003614691464115,1448,40.098,10.507777777777775,22.567,433,1.0,0,1.0,330.359,-92.0,3,0.0,6596882.0,433.3,-51.0,-52.0,41.0,9258843.0,392.0,390.0,392.0,4.0,0,3.0,-27.0,22,327.8962039388184,185.0612430818236,0.0,0,7.37
2026-05-30 21:53:57.364000+00:00,149,-28,80.0,1.0,1,2.0,0.0263808933021076,198376,1.385,1.5344444444444445,4.513,780,1.0,0,1.0,619.0,-92.0,3,0.0,1787046.0,780.0,-48.0,-42.0,44.0,8595790.0,3634.0,780.0,3633.0,4.0,0,3.0,-25.0,33,600.5613222582566,78.3490492879897,0.0,0,2.021
2026-05-30 21:55:23.263000+00:00,149,-27,80.0,1.0,2,2.0,0.7427269311605493,2357344,1.434,26.5932,40.25116666666667,234,1.0,0,1.0,619.0,-92.0,3,0.0,0.0,234.0,-40.0,-40.0,52.0,0.0,0.0,780.0,0.0,4.0,1,3.0,-17.0,31,251.620935122618,43.50056055986392,0.1505664165192868,63,2.198
2026-05-30 21:55:47.373000+00:00,149,-26,80.0,3.0,1,2.0,0.0013681095441532,2896,24.335,4.888888888888889,23.27,433,1.0,0,1.0,330.359,-92.0,3,1.0,6481259.0,433.3,-45.0,-46.0,48.0,5587243.0,2202.0,390.0,2202.0,4.0,0,3.0,-38.0,21,187.7546155075939,196.1117130330809,0.0,0,8.018
2026-05-30 21:56:44.525000+00:00,149,-38,80.0,2.0,1,2.0,0.0003688760337063,1448,47.013,4.986666666666667,19.868,433,1.0,0,1.0,330.359,-92.0,3,2.0,6465238.0,433.3,-51.0,-51.0,41.0,9339551.0,673.0,390.0,673.0,4.0,0,3.0,-27.0,22,329.60637312537494,178.34130576540755,0.0,0,6.63
