_time,AP_channel,RSSI,channel_width,client_ID,client_opportunity_medium_use,distance_m,download_packet_loss,download_retrans,download_tcp_rtt_ms,jitter_ms,latency_ms,link_speed_mbps,local,obstacles,radio,router_expected_throughput_mbps,router_noise,router_opportunity_medium_use,router_rx_drop_misc,router_rx_duration_us,router_rx_rate_mbps,router_signal_avg_dbm,router_signal_dbm,router_snr,router_tx_duration_us,router_tx_failed,router_tx_rate_mbps,router_tx_retries,signal_level,site_survey_same_channel_aps,site_survey_strongest_channel,site_survey_strongest_rssi,site_survey_total_aps,speedtest_down_mbps,speedtest_up_mbps,upload_packet_loss,upload_retrans,upload_tcp_rtt_ms,qoe_dw_score
2026-07-10 18:34:48.879000+00:00,48,-33,80.0,1.0,3,2.0,7.41322215296962e-05,1448,3.796,0.006661743710924039,0.00278824919110472,400,cwpb-2m,0,1.0,619.0,-91.0,12,0.0,5822806.0,866.7,-57.0,-58.0,35.0,8621761.0,7236.0,780.0,7236.0,,2,3.0,-38.0,65,0.7160178880360053,0.3213954658817156,0.00931495884240951,84,3.079,1.0374133539177208
2026-07-10 18:38:40.540000+00:00,48,-54,,2.0,0,2.0,0.29977806607983,2780160,5.662,0.00918229705114951,0.012976221046684814,433,cwpb-2m,0,1.0,330.359,-92.0,12,2.0,6174939.0,325.0,-66.0,-67.0,26.0,6123268.0,3898.0,390.0,3896.0,,0,,,0,0.3513126467057045,0.30887650612827816,0.0,0,10.391,0.6601891528339827
2026-07-10 18:40:38.042000+00:00,48,-32,80.0,1.0,11,2.0,0.0,0,2.823,0.015237532614581793,0.005672025062914078,81,cwpb-2m,0,1.0,619.0,-92.0,11,0.0,5962742.0,780.0,-57.0,-60.0,32.0,8518273.0,10318.0,780.0,10318.0,,10,1.0,-35.0,89,0.8196870382180319,0.37358426696752595,0.004433888295360232,42,1.891,1.193271305185558
2026-07-10 18:44:16.280000+00:00,48,-47,,2.0,0,2.0,0.23392597783712668,441640,3.55,0.004777236252646089,0.002649581428791537,433,cwpb-2m,0,1.0,330.359,-92.0,12,2.0,5146604.0,292.5,-66.0,-68.0,27.0,2446928.0,2268.0,390.0,2267.0,,0,,,0,0.07796092513390203,0.20529456515638245,0.0,0,4.635,0.28325549029028446
2026-07-10 18:47:28.583000+00:00,48,-37,80.0,1.0,7,2.0,6.623397181501468e-05,1448,2.033,0.0029852803623295425,0.0018828000616301166,527,cwpb-2m,0,1.0,619.0,-92.0,12,0.0,9442509.0,650.0,-59.0,-52.0,33.0,16114516.0,24534.0,780.0,24534.0,,6,1.0,-37.0,92,0.8024372609855985,0.4661454359499361,0.004320227494439935,42,3.141,1.2685826969355347
2026-07-10 18:48:45.652000+00:00,48,-50,80.0,2.0,4,2.0,0.3065900079070487,2777552,7.949,0.04401516270368729,0.015409583483128757,433,cwpb-2m,0,1.0,330.359,-92.0,12,5.0,5924952.0,234.0,-66.0,-68.0,27.0,6101920.0,2560.0,390.0,2554.0,,3,3.0,-30.0,48,0.34990644754279193,0.27726042218382446,0.008629222560445704,84,17.309,0.6271668697266164
2026-07-10 18:49:59.184000+00:00,48,-52,80.0,3.0,4,2.0,0.000275490771568974,2896,17.321,0.012907989957170287,0.009976375121976274,433,cwpb-2m,0,1.0,299.7,-90.0,12,32.0,136476550.0,263.3,-63.0,-64.0,26.0,151927617.0,121082.0,351.0,121070.0,,3,3.0,-33.0,39,0.42224997467189246,0.37173582264194244,0.002264667588788393,21,23.778,0.7939857973138349
2026-07-10 18:53:13.909000+00:00,48,-34,80.0,1.0,10,2.0,0.0,0,3.094,0.013764584256387534,0.004442504237070516,780,cwpb-2m,0,1.0,619.0,-91.0,10,0.0,5724306.0,526.6,-59.0,-51.0,32.0,7959466.0,7113.0,780.0,7113.0,,9,1.0,-35.0,86,0.7622296602187307,0.47948730728586597,0.008194620559259156,105,3.193,1.2417169675045967
2026-07-10 18:54:21.540000+00:00,48,-48,80.0,2.0,4,2.0,0.41716156042748115,3343840,12.118,0.01624501550731059,0.012609635982857699,433,cwpb-2m,0,1.0,330.359,-89.0,12,1.0,3981672.0,234.0,-65.0,-65.0,24.0,5344050.0,3496.0,390.0,3489.0,,3,3.0,-30.0,61,0.29835173297658035,0.17593746028080176,0.09763562880757075,1227,40.639,0.4742891932573821
2026-07-10 18:55:34.844000+00:00,48,-52,80.0,3.0,4,2.0,0.00015415841862762643,1448,49.638,0.04347757593659232,0.01942427199424786,433,cwpb-2m,0,1.0,299.7,-89.0,12,0.0,4846757.0,263.3,-64.0,-64.0,26.0,7131307.0,978.0,351.0,978.0,,3,3.0,-33.0,39,0.3809108163124065,0.25325082310842173,0.003600958190352062,42,36.443,0.6341616394208283
2026-07-10 18:58:57.875000+00:00,48,-35,80.0,1.0,5,2.0,0.0,0,2.262,0.011618175552601782,0.004923732730727749,360,cwpb-2m,0,1.0,619.0,-91.0,12,0.0,5543642.0,866.7,-63.0,-54.0,28.0,8291576.0,10806.0,780.0,10806.0,,4,3.0,-35.0,74,0.7897719044132387,0.4165201526036623,0.003778007890790175,42,6.421,1.2062920570169011
2026-07-10 18:59:57.579000+00:00,48,-47,80.0,2.0,4,2.0,0.3305393424897436,2359448,10.465,0.016438733815783,0.008707821888963074,433,cwpb-2m,0,1.0,330.359,-90.0,12,2.0,5450700.0,234.0,-63.0,-63.0,27.0,4849425.0,1847.0,390.0,1839.0,,3,3.0,-32.0,39,0.2642489326658949,0.24740383961409027,0.004747306690067558,63,10.962,0.5116527722799852
2026-07-10 19:01:10.612000+00:00,48,-54,80.0,3.0,5,2.0,0.0,0,49.964,0.02307684733914242,0.013954599147450055,433,cwpb-2m,0,1.0,299.7,-89.0,12,2.0,3972687.0,234.0,-63.0,-64.0,26.0,6405407.0,845.0,351.0,845.0,,4,3.0,-35.0,43,0.3792449658234345,0.1860417329223338,0.00715761834898207,63,141.354,0.5652866987457683
2026-07-10 19:04:42.468000+00:00,48,-33,80.0,1.0,11,2.0,6.867444382309427e-05,1448,2.641,0.006608575788903657,0.0028390940372862205,780,cwpb-2m,0,1.0,619.0,-92.0,12,0.0,5767557.0,650.0,-58.0,-58.0,34.0,8264441.0,10592.0,780.0,10592.0,,10,3.0,-31.0,81,0.7731700201415711,0.5685408237323337,0.004322496235509567,42,3.088,1.341710843873905
